26415	28889	29671
26416	28890	29672
26417	28891	29673
26418	28892	29674
26419	28893	29675
26420	28894	29676
26421	28895	29677
26422	28896	29678
26423	28897	29679
26424	28898	29680
26425	28899	29681
26426	28900	29682
26427	28901	29683
26428	28902	29684
26429	28903	29685
26430	28904	29686
26431	28905	29687
26432	28906	29688
26433	28907	29689
26434	28908	29690
26435	28909	29691
26436	28910	29692
26437	28911	29693
26438	28912	29694
26439	28913	29695
26440	28914	29696
26441	28915	29697
26442	28916	29698
26443	28917	29699
26444	28918	29700
26445	28919	29701
26446	28920	29702
26447	28921	29703
26448	28922	29704
26449	28923	29705
26450	28924	29706
26451	28925	29707
26452	28926	29708
26453	28927	29709
26454	28928	29710
26455	28929	29711
26456	28930	29712
26457	28931	29713
26458	28932	29714
26459	28933	29715
26460	28934	29716
26461	28935	29717
26462	28936	29718
26463	28937	29719
26464	28938	29720
26465	28939	29721
26466	28940	29722
26467	28941	29723
26468	28942	29724
26469	28943	29725
26470	28944	29726
26471	28945	29727
26472	28946	29728
26473	28947	29729
26474	28948	29730
26475	28949	29731
26476	28950	29732
26477	28951	29733
26478	28952	29734
26479	28953	29735
26480	28954	29736
26481	28955	29737
26482	28956	29738
26483	28957	29739
26484	28958	29740
26485	28959	29741
26486	28960	29742
26487	28961	29743
26488	28962	29744
26489	28963	29745
26490	28964	29746
26491	28965	29747
26492	28966	29748
26493	28967	29749
26494	28968	29750
26495	28969	29751
26496	28970	29752
26497	28971	29753
26498	28972	29754
26499	28973	29755
26500	28974	29756
26501	28975	29757
26502	28976	29758
26503	28977	29759
26504	28978	29760
26505	28979	29761
26506	28980	29762
26507	28981	29763
26508	28982	29764
26509	28983	29765
26510	28984	29766
26511	28985	29767
26512	28986	29768
26513	28987	29769
26514	28988	29770
26515	28989	29771
26516	28990	29772
26517	28991	29773
26518	28992	29774
26519	28993	29775
26520	28994	29776
26521	28995	29777
26522	28996	29778
26523	28997	29779
26524	28998	29780
26525	28999	29781
26526	29000	29782
26527	29001	29783
26528	29002	29784
26529	29003	29785
26530	29004	29786
26531	29005	29787
26532	29006	29788
26533	29007	29789
26534	29008	29790
26535	29009	29791
26536	29010	29792
26537	29011	29793
26538	29012	29794
26539	29013	29795
26540	29014	29796
26541	29015	29797
26542	29016	29798
26543	29017	29799
26544	29018	29800
26545	29019	29801
26546	29020	29802
26547	29021	29803
26548	29022	29804
26549	29023	29805
26550	29024	29806
26551	29025	29807
